Symbol,Market Cap,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
20MICRONS.NS,,Other Industrial Metals & Mining,Basic Materials,384,,,,,,86400,2,244.65,244.7,241.0,256.88,244.65,244.7,241.0,256.88,1.25,0.0050999997,1720742400,0.0743,,0.841,15.212121,,119016,119016,95435,101326,101326,9034049536,132.0,348.0,1.0529143,259.7674,228.4024,1.25,0.00510934,10194951168,0.06922,15489132,35286500,0.56441003,0.00037,35573000,108.718,2.3548996,0.024,16.83,,0.43147886,1.25,1720742400,NSI,EQUITY,20MICRONS.NS,20 MICRONS LTD,20 Microns Limited,256.02,,,,,,none,,165704992,4.696,1080114944,1313862016,0.783,1.752,8580042752,34.138,243.13,0.09557,0.16825001,-466720992,115088000,0.024,0.203,0.46492,0.12589,0.10908
21STCENMGM.NS,,Capital Markets,Financial Services,10,,,,,,86400,2,95.9,95.9,93.98,95.9,95.9,95.9,93.98,95.9,2.5,0.026099999,1721952000,0.044099998,,0.544,1.6583731,,6016,6016,9751,13136,13136,986790016,29.35,141.4,0.6269557,106.6614,80.4066,,,899824960,0.37807998,2773226,10500000,0.64094,,10593300,90.796,1.0350677,0.049,56.67,,2.2020442,2.5,1721952000,NSI,EQUITY,21STCENMGM.NS,21ST CENTURY MGMT SERVICE,Twentyfirst Century Management Services Limited,93.98,,,,,,none,,86393000,8.233,646390016,,9.597,14.294,1573938944,,150.248,0.53249,0.96726996,-10334500,209936992,0.05,4.028,0.42755002,0.41068,0.29568002
360ONE.NS,,Asset Management,Financial Services,1230,,,,,,86400,2,1211.1,1214.95,1186.4,1218.0,1211.1,1214.95,1186.4,1218.0,10.0,0.0083,1722988800,0.587,3.51,0.475,49.011036,38.09336,634155,634155,693070,685528,685528,469751431168,591.5,1225.95,13.249566,1074.155,937.4053,22.5,0.018578153,536814714880,0.26052,218363307,387920000,0.1976,0.59746,391688000,107.158,11.191886,0.32,24.47,31.77,0.7901336,2.5,1722988800,NSI,EQUITY,360ONE.NS,360 ONE WAM LIMITED,360 One Wam Limited,1199.3,1350.0,890.0,1170.5454,1130.0,2.09091,buy,11,10628700160,29.074,21649500160,109005897728,2.461,11.198,35454099456,278.92,98.411,0.09399,0.25745,-7159849984,-21277599744,0.274,0.43,0.70015997,0.61063,0.61823004
3IINFOLTD.NS,,Information Technology Services,Technology,5600,,,,,,86400,2,30.33,30.48,30.03,33.4,30.33,30.48,30.03,33.4,,,1309996800,,3.81,0.843,,,3381287,3381287,691662,989078,989078,5591382528,25.23,63.9,0.7294027,28.4168,35.0498,,,5954528256,-0.18441999,151287896,169534000,0.16332,0.0066299997,173944000,16.263,2.0273013,,-879.76,,-0.30443037,15.0,1309996800,NSI,EQUITY,3IINFOLTD.NS,3I INFOTECH LIMITED,3i Infotech Limited,32.97,,,,,,none,,502800000,2.916,-704600000,773299968,0.754,1.154,7665699840,27.58,45.401,-0.0655,-0.40056,-1968362496,2548400128,,-0.155,0.09036,-0.09192,-0.02342
3MINDIA.NS,,Conglomerates,Industrials,1033,,,,,,86400,2,31615.35,31750.0,31318.3,31770.0,31615.35,31750.0,31318.3,31770.0,160.0,0.0046,1720137600,0.4791,,0.218,59.52397,48.66002,3708,3708,5446,6669,6669,354549891072,28498.95,40856.5,8.469335,33384.086,33777.082,,,362474930176,0.14604001,2649544,11265100,0.7648,0.09503999,11271600,1905.806,16.514431,0.216,528.75,,0.008984327,525.0,1720137600,NSI,EQUITY,3MINDIA.NS,3M INDIA LIMITED,3M India Limited,31473.3,40410.0,40410.0,40410.0,40410.0,,none,1,13553505280,1203.144,7871388672,181778000,,,41862778880,0.847,3716.158,,,,,0.216,-0.003,0.40553,0.18802999,0.18334
3PLAND.NS,,,,,,,,,,86400,2,56.58,56.55,55.6,59.99,56.58,56.55,55.6,59.99,,,,,,,,,77580,77580,74836,158827,158827,,25.05,71.66,,45.9288,37.8217,,,,,,,,,,,,,,,,,,NSI,EQUITY,3PLAND.NS,3P LAND HOLDINGS LIMITED,3P Land Holdings Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,
5PAISA.NS,,Capital Markets,Financial Services,548,,,,,,86400,2,505.9,510.5,496.0,510.5,505.9,510.5,496.0,510.5,,,,,,1.16,25.91311,32.132256,26761,26761,131546,35388,35388,15549518848,458.0,758.45,3.9951663,507.405,515.10724,,,1245850624,0.16148001,11862784,31220800,0.57383,0.21020001,31223900,184.582,2.6982586,0.15,19.22,15.5,-0.009545565,,,NSI,EQUITY,5PAISA.NS,5PAISA CAPITAL LIMITED,5paisa Capital Limited,498.05,,,,,,none,,15979458560,512.193,,1687072000,6.995,7.028,3892082944,29.297,125.028,0.03162,0.1168,,1484483968,0.137,0.048,0.99966,,0.30915
63MOONS.NS,,Software - Application,Technology,863,,,,,,86400,2,917.6,943.3,871.75,963.45,917.6,943.3,871.75,963.45,2.0,0.0034,1726790400,0.052800003,5.9,1.193,54.930687,,975291,975291,660728,926781,926781,40214962176,314.65,963.45,10.161231,578.196,430.99274,,,15698733056,0.44103,16066736,46078500,0.58090997,0.0352,46131300,726.448,1.2000171,,15.87,,0.7043011,2.0,1726790400,NSI,EQUITY,63MOONS.NS,63 MOONS TECHNOLOGIES LTD,63 moons technologies limited,871.75,,,,,,none,,12364177408,267.819,245590000,51611000,,,3957686016,0.179,85.863,,,,,,-0.663,0.51252,0.06205,-1.51999
A2ZINFRA.NS,,Engineering & Construction,Industrials,5723,,,,,,86400,2,20.86,20.5,19.89,21.24,20.86,20.5,19.89,21.24,,,1316649600,,,0.653,125.875,,1049824,1049824,416158,839658,839658,3552152064,10.3,24.57,0.9421377,17.7112,17.29475,,,4840600576,-0.01273,108514489,176120000,0.36992002,,176372992,1.827,11.023536,,0.16,,0.9553398,2.0,1316649600,NSI,EQUITY,A2ZINFRA.NS,A2Z INFRA ENGINEERING LTD,A2Z Infra Engineering Limited,20.14,,,,,,none,,28604000,0.162,-543674752,1979510016,,,3770310912,948.741,22.058,,,,,,-0.122,0.12818,-0.1442,0.02957
AAATECH.NS,,Information Technology Services,Technology,97,,,,,,86400,2,113.88,115.0,112.0,115.0,113.88,115.0,112.0,115.0,0.5,0.0047,1725580800,0.1884,,0.181,40.731884,,8146,8146,60123,22104,22104,1441988864,79.95,160.85,6.014326,118.6058,114.83935,,,1149805824,0.14196,3394356,12826800,0.72692,,13038500,21.795,5.158064,0.31,2.76,,0.28774345,0.5,1725580800,NSI,EQUITY,AAATECH.NS,AAA TECHNOLOGIES LIMITED,AAA Technologies Limited,112.42,,,,,,none,,205088992,15.989,44597500,,,,239759008,,18.7,,,,,0.313,0.053,0.6931,0.18601,0.20577998
AADHARHFC.NS,,Mortgage Finance,Financial Services,3931,,,,,,86400,2,418.5,419.4,418.05,438.6,418.5,419.4,418.05,438.6,,,,,,,26.978329,16.215109,2340896,2340896,975884,677497,677497,187647279104,292.0,516.8,10.767803,433.999,419.96808,,,314470563840,0.47839,99388879,430680000,0.76057,0.07537,435065984,137.056,3.1789925,0.153,16.15,,0.32250726,,,NSI,EQUITY,AADHARHFC.NS,AADHAR HOUSING FINANCE L,,435.7,600.0,550.0,572.0,560.0,,none,5,18294900736,42.7,,146087297024,35.121,35.655,17426700288,248.777,42.784,0.043319996,0.16816,,-22989899776,0.064,0.246,0.98120004,,0.62783
AAKASH.NS,,Oil & Gas Equipment & Services,Energy,1252,,,,,,86400,2,11.03,11.0,10.79,11.1,11.03,11.0,10.79,11.1,,,,,,0.779,1.7976782,,136575,136575,177321,227740,227740,1097549952,8.25,17.15,1.0982418,11.143,11.73995,,,1279812480,0.06368,33216694,101250000,,,105126000,5.78,1.8754325,0.155,6.03,,-0.080833316,,,NSI,EQUITY,AAKASH.NS,AAKASH EXPLORATION SER L,Aakash Exploration Services Limited,10.84,,,,,,none,,78372000,0.786,172108832,259766000,,,999369984,44.387,9.921,,,,,0.2,0.421,0.87749,0.17222,0.0627
AAREYDRUGS.NS,,Drug Manufacturers - Specialty & Generic,Healthcare,,,,,,,86400,2,61.0,60.8,60.0,61.0,61.0,60.8,60.0,61.0,,,,,,0.92,26.548674,,6454,6454,30762,21654,21654,1701257984,37.35,74.8,0.36076206,61.4138,54.7225,,,1843319168,0.01102,13659921,28354300,0.51126,0.02622,28423300,47.327,1.2677753,0.71,2.26,,0.30434787,,,NSI,EQUITY,AAREYDRUGS.NS,AAREY DRUGS & PHARM LTD,Aarey Drugs & Pharmaceuticals Limited,60.0,,,,,,none,,28900924,1.03,42721344,313523072,,,4715734016,23.613,180.526,,,,,0.541,1.491,0.02987,0.00906,0.00561
AARON.NS,,Specialty Industrial Machinery,Industrials,158,,,,,,86400,2,348.5,347.05,333.7,351.4,348.5,347.05,333.7,351.4,1.0,0.0029,1726531200,0.1456,,0.45,49.941776,,17832,17832,26378,27874,27874,3593355008,242.1,375.0,5.193753,291.494,272.50775,,,3957997056,0.10429,2956817,10473200,,,10676100,36.317,9.447366,0.52,6.87,,0.17419577,1.0,1726531200,NSI,EQUITY,AARON.NS,AARON INDUSTRIES LIMITED,Aaron Industries Limited,343.1,,,,,,none,,20951000,1.978,126670000,345280000,0.271,1.208,691860992,89.772,66.456,0.097720005,0.20387,-243749248,75134000,0.564,0.306,0.33990002,0.18309,0.1505
AARTECH.NS,,Electrical Equipment & Parts,Industrials,73,,,,,,86400,2,77.13,78.39,77.0,78.95,77.13,78.39,77.0,78.95,0.25,0.0042,1727049600,0.3268,,0.579,83.548386,,52219,52219,241993,348137,348137,2468559872,42.416664,87.4,7.4854064,68.2282,68.79595,,,1821903104,0.049039997,4764122,31770400,0.76819,,32697900,9.296,8.358434,0.438,0.93,,0.60020745,0.25,1727049600,NSI,EQUITY,AARTECH.NS,AARTECH SOLONICS LIMITED,Aartech Solonics Limited,77.7,,,,,,none,,113700000,3.555,-2993250,42002000,,,329783008,14.219,10.461,,,,,0.42,0.037,0.35029998,-0.00908,-0.06713
AARTIDRUGS.NS,,Drug Manufacturers - Specialty & Generic,Healthcare,1064,,,,,,86400,2,453.8,456.7,446.0,456.7,453.8,456.7,446.0,456.7,1.0,0.0022,1707177600,0.060399998,2.33,0.826,26.950483,16.529629,74457,74457,134345,126166,126166,40733798400,431.05,635.0,1.7117872,478.292,500.25824,,,46343090176,0.06397,35233871,91270000,0.6184,0.09513,93486304,139.958,3.188814,-0.116,16.56,,-0.056148887,1.0,1707177600,NSI,EQUITY,AARTIDRUGS.NS,AARTI DRUGS LTD.,Aarti Drugs Limited,446.3,555.0,555.0,555.0,555.0,,none,1,295600000,3.239,2867795968,5901000192,0.914,1.608,23796064256,46.181,259.782,0.061680004,0.12241,837400128,3081932032,-0.106,-0.067,0.33796,0.12052,0.09159
AARTIIND.NS,,Specialty Chemicals,Basic Materials,6100,,,,,,86400,2,446.6,447.0,436.4,448.95,446.6,447.0,436.4,448.95,1.0,0.0022,1721952000,0.08140001,0.37,0.719,35.585365,28.278683,1077228,1077228,1893295,1306770,1306770,158710022144,422.6,769.25,2.2681546,480.952,619.21075,,,193648328704,0.06366,202796389,362519008,0.42952,0.24209999,362600000,150.729,2.903887,-0.429,12.3,,-0.2596414,1.0,1721952000,NSI,EQUITY,AARTIIND.NS,AARTI INDUSTRIES LTD,Aarti Industries Limited,437.7,775.0,320.0,504.8095,450.0,3.38095,hold,21,3240000000,8.972,10508600320,38829998080,0.309,0.889,69973196800,71.339,192.789,0.041500002,0.08507,-7368462336,8858699776,-0.424,0.123,0.36303002,0.15018,0.056950003
AARTIPHARM.NS,,Drug Manufacturers - Specialty & Generic,Healthcare,2095,,,,,,86400,2,608.45,608.45,598.0,625.2,608.45,608.45,598.0,625.2,2.0,0.0033000002,1722384000,0.1192,,,23.882492,,344303,344303,177635,193758,193758,54565416960,399.55,721.7,2.7726586,629.38,588.2825,,,57365250048,0.1159,44866541,90626000,0.47564998,0.18090999,90700496,204.972,2.935035,0.054,25.19,,0.2662598,1.0,1722384000,NSI,EQUITY,AARTIPHARM.NS,AARTI PHARMALABS LIMITED,Aarti Pharmalabs Limited,601.6,,,,,,none,,995131008,10.986,4033265920,3864698112,0.795,2.014,19679817728,20.815,217.207,0.07967,0.12981,-1501003392,2112627968,0.052,0.041,0.43523,0.20493999,0.15892
AARTISURF.NS,,Specialty Chemicals,Basic Materials,334,,,,,,86400,2,672.15,668.95,652.25,679.7,672.15,668.95,652.25,679.7,,,1627862400,,,1.151,36.176308,,2485,2485,53303,8289,8289,5623667200,548.15,918.0,0.962025,711.528,679.0043,,,6910230016,0.0313,3637919,8458500,0.58871,0.00017000001,8564830,257.303,2.551855,-0.577,18.15,,0.05435562,2.954095,1627862400,NSI,EQUITY,AARTISURF.NS,AARTI SURFACTANTS LIMITED,Aarti Surfactants Limited,656.6,,,,,,none,,63145000,7.452,568038528,992084992,,,5845656064,45.486,717.942,,,,,-0.577,-0.036,0.23754999,0.09717,0.03762
AARVEEDEN.NS,,Textile Manufacturing,Consumer Cyclical,386,,,,,,86400,2,90.12,91.92,91.92,91.92,90.12,91.92,91.92,91.92,,,1346284800,,,0.967,12.126649,,3979,3979,25667,14202,14202,2160496896,21.65,91.92,2.4524207,60.843,39.39495,,,,-0.03907,8969461,23459800,0.75435996,0.02105,23504100,7.331,12.538535,,7.58,,2.6117878,0.5,1346284800,NSI,EQUITY,AARVEEDEN.NS,AARVEE DEN. & EXP. LTD,Aarvee Denims and Exports Ltd.,91.92,,,,,,none,,,,-286682496,,,,880964992,,37.56,,,,,,0.305,0.08675,-0.32542,-0.88962
AARVI.NS,,Staffing & Employment Services,Industrials,,,,,,,86400,2,142.2,144.5,143.11,150.0,142.2,144.5,143.11,150.0,2.0,0.0145000005,1721952000,0.2789,2.06,0.297,20.887028,,53600,53600,46876,16142,16142,2214051840,112.95,184.25,0.5289012,142.5616,140.0212,,,2086654080,0.025409998,2843997,14784000,,,14892300,78.771,1.9012071,-0.213,7.17,,0.049106836,2.0,1721952000,NSI,EQUITY,AARVI.NS,AARVI ENCON LIMITED,Aarvi Encon Limited,149.76,,,,,,none,,214312000,14.458,117092752,256388992,1.543,2.251,4186135040,21.456,282.933,0.037720002,0.092159994,,,-0.214,0.124,0.26378,0.02797,0.026619999
AAVAS.NS,,Mortgage Finance,Financial Services,6075,,,,,,86400,2,1673.8,1680.0,1676.0,1714.7,1673.8,1680.0,1676.0,1714.7,,,,,,0.801,24.937584,18.211704,308427,308427,147353,112333,112333,132890484736,1307.0,1978.95,10.785697,1688.672,1666.668,,,243438534656,0.43280998,57660000,79143800,0.18764,0.56651,79193400,511.572,3.2801836,0.216,67.29,75.04,0.08530867,,,NSI,EQUITY,AAVAS.NS,AAVAS FINANCIERS LIMITED,Aavas Financiers Limited,1678.05,2316.0,1487.0,1955.9445,1962.5,1.88889,buy,18,14149410816,178.799,,124793954304,236.351,236.351,12320992256,308.257,155.694,0.03341,0.14104,,-17657720832,0.215,0.133,0.9928,,0.5815
ABAN.NS,,Oil & Gas Drilling,Energy,31,,,,,,86400,2,70.12,70.12,67.5,70.6,70.12,70.12,67.5,70.6,,,1442188800,,1.13,0.782,,1.3554624,65842,65842,99816,128319,128319,3968256512,48.75,93.35,0.8227316,66.171,67.1777,,,156588605440,-2.53409,29665518,58365300,0.48494,0.01713,58365300,-4090.086,,,-174.75,50.16,0.31763566,3.6,1442188800,NSI,EQUITY,ABAN.NS,ABAN OFFSHORE LTD.,Aban Offshore Limited,67.99,,,,,,none,,435070016,7.454,-25012500,153078743040,,,4823269888,,82.645,,,,,,0.291,0.89238,-0.00519,0.27502
ABB.NS,,Specialty Industrial Machinery,Industrials,3384,7,3,1,8,2,86400,2,7728.75,7744.0,7634.25,7755.0,7728.75,7744.0,7634.25,7755.0,34.46,0.0045,1724371200,0.4326,0.33,0.73,97.084435,78.54225,118180,118180,382853,270057,270057,1622590095360,4340.3,9149.95,14.010952,7566.441,7560.902,34.46,0.004458677,1572577607680,0.14523,52281987,211908000,0.75,0.110249996,211932000,299.284,25.584562,0.214,78.87,97.17,0.5836384,10.66,1724371200,NSI,EQUITY,ABB.NS,ABB INDIA LIMITED,ABB India Limited,7657.05,9050.0,5608.0,7721.1304,7930.0,2.70833,hold,23,50092900352,236.447,20814125056,473400000,,,115808698368,0.747,546.532,,,,,0.214,0.052,0.40654,0.17973,0.17423001
ABBOTINDIA.NS,,Drug Manufacturers - General,Healthcare,3814,,,,,,86400,2,28872.3,28865.0,28573.75,28951.25,28872.3,28865.0,28573.75,28951.25,410.0,0.014199999,1721347200,0.6782,0.7,0.013,47.846848,39.804413,3076,3076,10122,7038,7038,610881241088,22000.0,30521.0,10.070495,28422.79,27807.32,,,600440832000,0.21178,5200227,21249300,0.75527,0.07959,21257600,1657.016,17.349442,0.146,600.84,,0.26673508,410.0,1721347200,NSI,EQUITY,ABBOTINDIA.NS,ABBOTT INDIA LIMITED,Abbott India Limited,28748.3,32700.0,17872.0,28117.143,30000.0,,none,7,11057000448,520.337,15006499840,605000000,1.085,2.247,60660498432,1.718,2854.723,0.19217,0.38752997,1107900032,10111299584,0.146,0.093,0.44891998,0.24739,0.25814
ABCAPITAL.NS,,Financial Conglomerates,Financial Services,55000,,,,,,86400,2,201.58,202.7,197.0,202.79,201.58,202.7,197.0,202.79,,,,,,1.133,13.820854,11.925976,3407179,3407179,5793163,3257457,3257457,514507243520,155.0,246.9,1.7804737,203.8176,214.3191,,,1719215325184,0.12946,806193672,2605100032,0.7596,0.10276,2607059968,110.094,1.7939215,0.42,14.29,7.08,0.1926328,,,NSI,EQUITY,ABCAPITAL.NS,ADITYA BIRLA CAPITAL LTD.,Aditya Birla Capital Limited,197.5,285.0,247.0,266.8889,270.0,,none,9,29676400640,11.385,,1216339247104,93.686,120.135,288972111872,399.158,111.096,0.01676,0.13519,,-227083796480,0.413,0.375,0.27929002,,0.17397
ABDL.NS,,Beverages - Wineries & Distilleries,Consumer Defensive,889,,,,,,86400,2,373.9,374.95,369.55,381.1,373.9,374.95,369.55,381.1,,,,,,,3380.4546,41.937958,747081,747081,741627,1151291,1151291,104010170368,282.05,385.0,3.1636095,329.462,328.11908,,,110178770944,0.015800001,53393655,279710016,0.80912,0.049569998,281047008,50.379,7.3810515,3.191,0.11,,0.16970742,,,NSI,EQUITY,ABDL.NS,ALLIED BLEND N DISTILS L,,371.85,450.0,400.0,418.33334,405.0,1.0,strong_buy,3,1057744000,3.781,2925116928,7204915200,0.949,1.386,32877058048,51.119,130.678,,,,-5921123840,2.696,0.019,0.38149,0.088970006,0.10052
ABFRL.NS,,Apparel Manufacturing,Consumer Cyclical,26965,,,,,,86400,2,309.55,309.55,303.5,310.15,309.55,309.55,303.5,310.15,,,,,,0.174,,125.054955,1331491,1331491,4324036,3144337,3144337,324605935616,198.75,364.4,2.2164905,310.918,296.43225,,,404833861632,-0.044710003,384946519,1066729984,0.62479997,0.17624001,1066729984,39.939,7.619119,,-6.59,1.9,0.30825448,,,NSI,EQUITY,ABFRL.NS,ADITYA BIRLA FASHION & RT,Aditya Birla Fashion and Retail Limited,304.3,385.0,235.0,302.68182,301.5,3.47619,hold,22,7693199872,7.49,4538100224,99991797760,0.288,1.006,146450399232,243.78,147.373,-0.00635,-0.21198,8456637440,19111499776,,0.129,0.53898996,0.030989999,-0.02735
ABMINTLLTD.NS,,Specialty Chemicals,Basic Materials,8,,,,,,86400,2,68.25,71.32,68.25,71.66,68.25,71.32,68.25,71.66,,,1473897600,,,0.107,,,4433,4433,2451,2434,2434,674177344,43.2,110.62,0.68881047,72.0448,64.7314,,,678360704,0.00638,448765,9408000,,,9697480,15.789,4.5386033,,-3.63,,0.5023061,0.052083,1473897600,NSI,EQUITY,ABMINTLLTD.NS,ABM INTERNATIONAL LTD,ABM International Limited,71.66,,,,,,none,,42068000,4.468,-4409500,100481000,,,978755968,67.646,103.46,,,,,,0.17,0.00708,-0.00451,0.09945
ABREL.NS,,Paper & Paper Products,Basic Materials,2640,,,,,,86400,2,2775.1,2788.8,2711.1,2790.55,2775.1,2788.8,2711.1,2790.55,5.0,0.0018000001,1720656000,0.19860001,0.64,0.669,109.908775,75.60164,77059,77059,254834,154320,154320,306248220672,1185.45,3140.0,6.076486,2745.679,2290.235,,,350840061952,0.01929,55919817,110527000,0.55727,0.21681,117209000,361.04,7.6744957,,25.21,,1.2690086,5.0,1720656000,NSI,EQUITY,ABREL.NS,ADITYA BIRLA REAL EST LTD,Aditya Birla Real Estate Limited,2770.8,3804.0,3121.0,3475.0,3487.5,,none,4,8081500160,72.044,6463499776,47536099328,0.162,1.588,50398900224,115.735,454.411,0.02319,0.07557,-21395249152,-19181400064,,0.022,0.37407002,0.12825,0.029189998
ABSLAMC.NS,,Asset Management,Financial Services,1279,,,,,,86400,2,826.5,829.95,813.6,835.8,826.5,829.95,813.6,835.8,13.5,0.0163,1722470400,0.4353,,0.277,26.403679,22.558548,670349,670349,591249,467028,467028,236083953664,450.25,911.85,12.705596,789.91,659.512,,,235512037376,0.48208,148014702,288366016,0.44958,0.43345,288523008,113.517,7.2081714,0.361,30.99,34.69,0.79051125,13.5,1722470400,NSI,EQUITY,ABSLAMC.NS,ADIT BIRL SUN LIF AMC LTD,Aditya Birla Sun Life AMC Limited,818.25,1100.0,610.0,830.9091,830.0,2.45455,buy,11,1022899968,3.55,11925699584,750499968,1.375,1.375,18581100544,2.294,64.466,0.22086,0.29804,7896487424,7206199808,0.36,0.331,0.78720003,0.64182,0.64703006
ACC.NS,,Building Materials,Basic Materials,3852,4,7,1,8,6,86400,2,2250.55,2257.1,2224.0,2265.3,2250.55,2257.1,2224.0,2265.3,7.5,0.0033000002,1718323200,0.0692,1.3,0.431,20.74679,17.685617,260732,260732,377646,423148,423148,418811084800,1868.2,2844.0,2.0845199,2260.817,2444.961,,,406777528320,0.101619996,71680817,187787008,0.64115,0.27991,193286000,883.967,2.5220964,-0.485,107.46,119.56,0.007729292,7.5,1718323200,NSI,EQUITY,ACC.NS,ACC LIMITED,ACC Limited,2229.45,3262.0,2100.0,2648.3428,2646.0,2.02778,buy,35,19548499968,103.346,26998099968,4574099968,0.524,1.554,200914894848,2.735,1069.896,0.051820002,0.12945,11337724928,14737300480,-0.489,0.04,0.47957,0.13438,0.04206
ACCELYA.NS,,Information Technology Services,Technology,2500,,,,,,86400,2,1592.7,1594.0,1582.6,1606.9,1592.7,1594.0,1582.6,1606.9,80.0,0.0502,1728000000,1.0236,3.66,0.545,24.940992,25.319489,8268,8268,21134,11053,11053,23658184704,1329.95,2127.4,4.6300898,1610.59,1719.2845,,,22417373184,0.1855,3609170,14926300,0.80478996,0.00302,14933900,189.504,8.363939,0.03,63.55,62.6,0.1620661,40.0,1728000000,NSI,EQUITY,ACCELYA.NS,ACCELYA SOLN INDIA LTD,Accelya Solutions India Limited,1585.0,,,,,,none,,1575260032,105.536,1749665536,334510016,,,5109660160,11.826,342.343,,,,,0.03,-0.001,0.70837,0.34242,0.32263002
ACCURACY.NS,,Integrated Freight & Logistics,Industrials,,,,,,,86400,2,11.84,12.0,10.94,12.16,11.84,12.0,10.94,12.16,,,1663804800,,,,18.599998,,691028,691028,302799,588492,588492,1680249600,8.05,18.25,0.23700203,10.0756,10.4617,,,2703181056,0.0007,26537605,150560000,,,163936992,7.681,1.4529357,0.609,0.6,,0.16858637,0.025,1663804800,NSI,EQUITY,ACCURACY.NS,ACCURACY SHIPPING LIMITED,Accuracy Shipping Limited,11.16,,,,,,none,,119300000,0.793,246620000,1148829952,0.997,1.608,7089600000,98.92,42.794,0.02587,0.00429,-16743750,279200000,0.576,-0.026,0.05258,0.03479,0.06407
ACE.NS,,Farm & Heavy Construction Machinery,Industrials,1387,,,,,,86400,2,1409.15,1409.8,1354.0,1413.95,1409.15,1409.8,1354.0,1413.95,2.0,0.0014,1724025600,0.0651,1.0,1.286,44.353844,35.90382,204354,204354,377145,365723,365723,162155724800,780.0,1695.0,5.2649655,1312.805,1379.859,,,159148343296,0.11873,37388311,119009000,0.66824996,0.07417,119018000,116.327,11.713102,0.282,30.72,40.5,0.5956787,2.0,1724025600,NSI,EQUITY,ACE.NS,ACTION CONST EQUIP LTD,Action Construction Equipment Limited,1362.55,1700.0,1465.0,1582.5,1582.5,,none,2,4080000000,34.301,4391834112,1141200000,0.668,1.33,30799009792,8.237,258.792,0.12332,0.30079,1377154048,3616302080,0.282,0.124,0.29749,0.1426,0.13423
ACEINTEG.NS,,Staffing & Employment Services,Industrials,12,,,,,,86400,2,32.99,33.75,32.91,33.75,32.99,33.75,32.91,33.75,,,,,,,82.799995,,19715,19715,61005,46756,46756,337824000,28.01,55.5,2.953007,32.7728,33.67475,,,315024000,0.053319998,2700042,10200000,,,10478100,18.657,1.775205,,0.4,,-0.3587609,,,NSI,EQUITY,ACEINTEG.NS,ACE INTEGRATED SOLU. LTD.,Ace Integrated Solutions Limited,33.12,,,,,,none,,27000000,2.647,4700000,4200000,5.462,9.713,114400000,2.2,8.961,0.00922,0.03263,212500,9100000,,0.713,0.27797002,0.041079998,-0.00932
ACI.NS,,Chemicals,Basic Materials,288,,,,,,86400,2,699.85,699.9,682.25,709.0,699.85,699.9,682.25,709.0,5.5,0.007900001,1718928000,0.1683,,,38.859943,17.882845,282612,282612,395466,275419,275419,85594333184,571.3,837.7,7.4450674,675.366,679.902,2.0,0.0028577554,82402836480,0.19115,51507270,123397000,0.5344,0.23474,123476000,143.034,4.8495464,-0.761,17.85,45.22,0.14579237,1.0,1718928000,NSI,EQUITY,ACI.NS,ARCHEAN CHEMICAL IND LTD,Archean Chemical Industries Limited,693.65,912.0,745.0,826.0,800.0,,none,7,4638437888,37.62,3734929920,1516930944,4.855,6.484,11496783872,8.602,93.266,0.09486,0.1319,317348640,2444583936,-0.762,-0.172,0.94833,0.32487,0.2298
ACL.NS,,Building Materials,Basic Materials,179,,,,,,86400,2,85.31,86.79,82.9,86.79,85.31,86.79,82.9,86.79,,,,,,-2.322,,,28333,28333,44510,38467,38467,7671375360,76.0,139.2,2.4906254,85.4486,90.41875,,,14450145280,-0.3196,9227513,92172096,0.93437,0.00126,92379200,25.828,3.220536,,-10.68,,-0.2738542,,,NSI,EQUITY,ACL.NS,ANDHRA CEMENTS LIMITED,Andhra Cements Limited,83.18,,,,,,none,,210200000,2.278,-157200000,6984900096,0.257,0.588,3080100096,293.077,33.418,-0.046490002,-0.34233,113675000,706200000,,-0.158,0.31566998,-0.05104,-0.51021
